_id,eventId,type,soloUser,members,status,registeredAt,__v,teamName,leader
"""69bbb4df0bbd64742ea5e05e""","""69bb867970afaddb955f7409""","solo","""69bb9879c2aad3256793c9f0""","[]","pending","""2026-03-19T08:33:35.809Z""","0",,
"""69bbb5650bbd64742ea5e08d""","""69bb867970afaddb955f740c""","team",,"[""69bb8ee6c2aad3256793c8ab""]","pending","""2026-03-19T08:35:49.459Z""","0","Mechanical s","""69bb8ee6c2aad3256793c8ab"""
"""69bbb5ed0bbd64742ea5e0e3""","""69bb867970afaddb955f740d""","team",,"[""69bb8e77c2aad3256793c880""]","pending","""2026-03-19T08:38:05.798Z""","0","Team 3D","""69bb8e77c2aad3256793c880"""
"""69bbb7050bbd64742ea5e125""","""69bb867970afaddb955f740c""","team",,"[""69bbb6dc0bbd64742ea5e11c""]","pending","""2026-03-19T08:42:45.831Z""","0","Mechanical s","""69bbb6dc0bbd64742ea5e11c"""
"""69bbb72f0bbd64742ea5e132""","""69bb867970afaddb955f7409""","solo","""69bbb6d10bbd64742ea5e115""","[]","pending","""2026-03-19T08:43:27.621Z""","0",,
"""69bbb79b0bbd64742ea5e14c""","""69bb867970afaddb955f740c""","team",,"[""69bbb6d10bbd64742ea5e115""]","pending","""2026-03-19T08:45:15.192Z""","0","Aditya Sonam ","""69bbb6d10bbd64742ea5e115"""
"""69bbbc9f0bbd64742ea5e197""","""69bb867970afaddb955f740a""","team",,"[""69bb9879c2aad3256793c9f0"",""69bbb59a0bbd64742ea5e0a6"",""69bbbc550bbd64742ea5e187"",""69bbbc8a0bbd64742ea5e190""]","pending","""2026-03-19T09:06:39.479Z""","0","Bridge Camper","""69bb9879c2aad3256793c9f0"""
"""69bbc30a83478426c744ce66""","""69bb867a70afaddb955f7414""","solo","""69bbc26e83478426c744ce58""","[]","pending","""2026-03-19T09:34:02.005Z""","0",,
"""69bbc35e83478426c744ce73""","""69bb867a70afaddb955f7413""","team",,"[""69bbc26e83478426c744ce58""]","pending","""2026-03-19T09:35:26.659Z""","0","Editors squad","""69bbc26e83478426c744ce58"""
"""69bbc5e183478426c744ceb9""","""69bb867870afaddb955f7403""","solo","""69bbc59883478426c744ceb1""","[]","pending","""2026-03-19T09:46:09.385Z""","0",,
"""69bbc64b83478426c744cec8""","""69bb867870afaddb955f7406""","solo","""69bbc59883478426c744ceb1""","[]","pending","""2026-03-19T09:47:55.678Z""","0",,
"""69bbc65f83478426c744cedc""","""69bb867870afaddb955f7404""","solo","""69bbc59883478426c744ceb1""","[]","pending","""2026-03-19T09:48:15.348Z""","0",,
"""69bbcfa29cd0887a8294d72f""","""69bb867970afaddb955f7409""","solo","""69bb91e0c2aad3256793c931""","[]","pending","""2026-03-19T10:27:46.075Z""","0",,
"""69bbd9772b10c841073fa927""","""69bb867a70afaddb955f740e""","team",,"[""69bbd4cc475b7554a695cc1e""]","pending","""2026-03-19T11:09:43.538Z""","0","TECH PREDATOR","""69bbd4cc475b7554a695cc1e"""
"""69bbe1555feacabc00cb05e1""","""69bb867970afaddb955f7409""","solo","""69bbe10a5f16f750414d52aa""","[]","pending","""2026-03-19T11:43:17.771Z""","0",,
"""69bc0b9ff645ed3d707456ef""","""69bb867970afaddb955f7408""","team",,"[""69bba74b1ada37230db3e6b7"",""69bb8fc9c2aad3256793c8db""]","pending","""2026-03-19T14:43:43.244Z""","0","xyz","""69bba74b1ada37230db3e6b7"""
"""69bc0c75f645ed3d7074573b""","""69bb867b70afaddb955f7419""","team",,"[""69bba74b1ada37230db3e6b7"",""69bb8e77c2aad3256793c880"",""69bb8fc9c2aad3256793c8db"",""69bbabd61ada37230db3e777"",""69bb8ea2c2aad3256793c88f"",""69bb9a17c2aad3256793ca5f"",""69bb98dac2aad3256793ca08"",""69bbb3b90bbd64742ea5e036""]","pending","""2026-03-19T14:47:17.165Z""","0","Cosmic crew","""69bba74b1ada37230db3e6b7"""
"""69bc0f696f85a2dc90f85a56""","""69bb867970afaddb955f740d""","team",,"[""69bb8f52c2aad3256793c8bb""]","pending","""2026-03-19T14:59:53.906Z""","0","Sonu kumar ","""69bb8f52c2aad3256793c8bb"""
"""69bc11c16f85a2dc90f85a9a""","""69bb867970afaddb955f740d""","team",,"[""69bc11926f85a2dc90f85a8c""]","pending","""2026-03-19T15:09:53.449Z""","0","Ram raj","""69bc11926f85a2dc90f85a8c"""
"""69bc12366f85a2dc90f85ab2""","""69bb867970afaddb955f7408""","team",,"[""69bbf45b95aba78bd7f8202e""]","pending","""2026-03-19T15:11:50.680Z""","0","Crazy ","""69bbf45b95aba78bd7f8202e"""
"""69bc16366f85a2dc90f85afc""","""69bb867970afaddb955f7409""","solo","""69bc15586f85a2dc90f85aef""","[]","pending","""2026-03-19T15:28:54.700Z""","0",,
"""69bc16386f85a2dc90f85b03""","""69bb867970afaddb955f740b""","team",,"[""69bc15586f85a2dc90f85aef""]","pending","""2026-03-19T15:28:56.069Z""","0","Misra","""69bc15586f85a2dc90f85aef"""
"""69bc1bf36f85a2dc90f85b95""","""69bb867970afaddb955f7409""","solo","""69bc0b6df645ed3d707456e5""","[]","pending","""2026-03-19T15:53:23.925Z""","0",,
"""69bc1d406f85a2dc90f85bb6""","""69bb867970afaddb955f740a""","team",,"[""69bba8b71ada37230db3e6f2"",""69bbe55f33b0dd8c7b461660"",""69bc0b6df645ed3d707456e5"",""69bc15586f85a2dc90f85aef""]","pending","""2026-03-19T15:58:56.082Z""","0","Truss Titans","""69bba8b71ada37230db3e6f2"""
"""69bc223f6f85a2dc90f85bfc""","""69bb867a70afaddb955f7413""","team",,"[""69bc20bd6f85a2dc90f85bda""]","pending","""2026-03-19T16:20:15.697Z""","0","Creative duo","""69bc20bd6f85a2dc90f85bda"""
"""69bc22446f85a2dc90f85c0a""","""69bb867a70afaddb955f7414""","solo","""69bba42625e19c9d1af7082e""","[]","pending","""2026-03-19T16:20:20.457Z""","0",,
"""69bc22456f85a2dc90f85c10""","""69bb867a70afaddb955f7415""","solo","""69bba42625e19c9d1af7082e""","[]","pending","""2026-03-19T16:20:21.866Z""","0",,
"""69bc24596f85a2dc90f85c45""","""69bb867970afaddb955f7409""","solo","""69bb9243c2aad3256793c944""","[]","pending","""2026-03-19T16:29:13.636Z""","0",,
"""69bc3333303d08fab9e508b2""","""69bb867970afaddb955f740a""","team",,"[""69bc2ce76f277d83f8f208ae"",""69bba71b1ada37230db3e6a2"",""69bba6df25e19c9d1af70892"",""69bc2ec92d538807b23d0ef5""]","pending","""2026-03-19T17:32:35.633Z""","0","Beam Beauties","""69bc2ce76f277d83f8f208ae"""
"""69bc34e2303d08fab9e508cb""","""69bb867b70afaddb955f7418""","team",,"[""69bc2ce76f277d83f8f208ae"",""69bba71b1ada37230db3e6a2"",""69bba6df25e19c9d1af70892"",""69bc2ec92d538807b23d0ef5""]","pending","""2026-03-19T17:39:46.544Z""","0","Team titans ","""69bc2ce76f277d83f8f208ae"""
"""69bc3d5c822e2908fd3a0a8a""","""69bb867970afaddb955f740c""","team",,"[""69bc3b887e446a7adfc60eac"",""69bc3b517e446a7adfc60ea4"",""69bc18c06f85a2dc90f85b55""]","pending","""2026-03-19T18:15:56.337Z""","0","Team fire","""69bc3b887e446a7adfc60eac"""
"""69bc46ca3c5bdb6e2e661acf""","""69bb867a70afaddb955f7414""","solo","""69bc467a3c5bdb6e2e661ac6""","[]","pending","""2026-03-19T18:56:10.046Z""","0",,
"""69bc56ea6be49b2367a94e2a""","""69bb867a70afaddb955f740e""","team",,"[""69bc54d96be49b2367a94e13""]","pending","""2026-03-19T20:04:58.183Z""","0","TEDX","""69bc54d96be49b2367a94e13"""
"""69bc9998827f0e2cc196563d""","""69bb867870afaddb955f7402""","solo","""69bc9969827f0e2cc1965636""","[]","pending","""2026-03-20T00:49:28.167Z""","0",,
"""69bc9999827f0e2cc1965643""","""69bb867870afaddb955f7403""","solo","""69bc9969827f0e2cc1965636""","[]","pending","""2026-03-20T00:49:29.370Z""","0",,
"""69bc999a827f0e2cc196564a""","""69bb867870afaddb955f7404""","solo","""69bc9969827f0e2cc1965636""","[]","pending","""2026-03-20T00:49:30.869Z""","0",,
"""69bc999c827f0e2cc1965652""","""69bb867870afaddb955f7405""","solo","""69bc9969827f0e2cc1965636""","[]","pending","""2026-03-20T00:49:32.160Z""","0",,
"""69bc999d827f0e2cc196565b""","""69bb867870afaddb955f7406""","solo","""69bc9969827f0e2cc1965636""","[]","pending","""2026-03-20T00:49:33.592Z""","0",,
"""69bcbfc54a8b2cf4196c5761""","""69bb867a70afaddb955f7414""","solo","""69bb8edac2aad3256793c8a4""","[]","pending","""2026-03-20T03:32:21.948Z""","0",,
"""69bcc08b4a8b2cf4196c5774""","""69bb867970afaddb955f740d""","team",,"[""69bb8edac2aad3256793c8a4""]","pending","""2026-03-20T03:35:39.057Z""","0","TX-62037-2024","""69bb8edac2aad3256793c8a4"""
"""69bcc25734271379ab1ebe93""","""69bb867a70afaddb955f7414""","solo","""69bbb59a0bbd64742ea5e0a6""","[]","pending","""2026-03-20T03:43:19.985Z""","0",,
"""69bcc5d4fe2ea685c07051b3""","""69bb867a70afaddb955f7414""","solo","""69bcc3f61078f03163bbfa1f""","[]","pending","""2026-03-20T03:58:12.339Z""","0",,
"""69bcc6ecfe2ea685c0705204""","""69bb867970afaddb955f740c""","team",,"[""69bb8ea2c2aad3256793c88f""]","pending","""2026-03-20T04:02:52.060Z""","0","FLAMES","""69bb8ea2c2aad3256793c88f"""
"""69bcc6edfe2ea685c070520b""","""69bb867970afaddb955f740d""","team",,"[""69bb8ea2c2aad3256793c88f""]","pending","""2026-03-20T04:02:53.347Z""","0","FLAMES","""69bb8ea2c2aad3256793c88f"""
"""69bcc78afe2ea685c0705228""","""69bb867970afaddb955f740c""","team",,"[""69bb8e77c2aad3256793c880""]","pending","""2026-03-20T04:05:30.814Z""","0","WARLOCKS","""69bb8e77c2aad3256793c880"""
"""69bccbb6fe2ea685c0705278""","""69bb867970afaddb955f7409""","solo","""69bb911fc2aad3256793c910""","[]","pending","""2026-03-20T04:23:18.261Z""","0",,
"""69bcd4a4b1cc39a5deb38fda""","""69bb867970afaddb955f740d""","team",,"[""69bb8ec8c2aad3256793c89d""]","pending","""2026-03-20T05:01:24.033Z""","0","TX-62019-2024","""69bb8ec8c2aad3256793c89d"""
"""69bcd4edb1cc39a5deb38fea""","""69bb867970afaddb955f740d""","team",,"[""69bb8f3ac2aad3256793c8b4""]","pending","""2026-03-20T05:02:37.431Z""","0","TX-90317-2024","""69bb8f3ac2aad3256793c8b4"""
"""69bce0fa881ae2284c13b960""","""69bcdc5770afaddb955f7d16""","solo","""69bba74b1ada37230db3e6b7""","[]","pending","""2026-03-20T05:54:02.661Z""","0",,
"""69bce0fb881ae2284c13b968""","""69bcdc5770afaddb955f7d18""","solo","""69bba74b1ada37230db3e6b7""","[]","pending","""2026-03-20T05:54:03.851Z""","0",,
"""69bce0fd881ae2284c13b971""","""69bcdc5770afaddb955f7d19""","solo","""69bba74b1ada37230db3e6b7""","[]","pending","""2026-03-20T05:54:05.004Z""","0",,
"""69bce0fe881ae2284c13b97c""","""69bcdc5770afaddb955f7d1a""","team",,"[""69bba74b1ada37230db3e6b7""]","pending","""2026-03-20T05:54:06.397Z""","0","Cosmic Crew","""69bba74b1ada37230db3e6b7"""
"""69bce10f881ae2284c13b98a""","""69bcdc5770afaddb955f7d18""","solo","""69bb911fc2aad3256793c910""","[]","pending","""2026-03-20T05:54:23.557Z""","0",,
